machine_id,os_type,duree_connexion,nombre_requetes,volume_donnees,statut_connexion
M1372,Windows,105.73027637082808,154,303.1175642102953,fail
M1033,Windows,75.76935958608918,199,681.2009494082525,success
M28,Linux,97.0044362998866,250,441.1448551042513,fail
M1123,Windows,105.1072505928517,267,405.0397447621895,fail
M462,Linux,138.7089843690051,284,542.5378072910638,success
M87,Android,70.41912540443255,255,619.6167179795465,success
M709,Windows,120.77569230733022,249,489.9060908851969,fail
M1018,MacOS,100.35267027599971,95,264.5727428330414,fail
M881,Windows,120.89155916271616,218,573.9745833759864,success
M593,MacOS,125.30890132363406,186,369.5190331372276,fail
M777,Android,166.76281671020084,131,633.8731585547923,success
M1449,Windows,89.26372912247112,293,753.4569707416895,success
M689,Android,93.07032186054766,262,492.3568787434782,success
M181,Linux,120.77569230733022,333,566.8626632845222,fail
M1198,Linux,158.3132527627232,84,610.2626664598514,success
M284,MacOS,93.82389293041147,178,464.9317685193436,fail
M395,Android,57.44697630534269,224,400.1307557680246,success
M1209,Linux,120.77569230733022,98,522.9135409229307,success
M912,Linux,142.63795354991714,290,559.4809224127855,success
M1070,Linux,59.72680433911418,232,519.0902654042083,fail
M1026,Linux,88.37232094710791,330,502.6386324111241,success
M868,Windows,147.01355037475324,223,661.6090675932023,success
M753,Linux,52.18934517883959,306,388.9759909459138,fail
M887,Windows,200.34796231909587,294,453.0607781936153,success
M471,Linux,145.82918163221427,229,524.1991435604733,fail
M1108,Linux,97.0378582399043,145,406.6147833407158,success
M1398,Windows,63.858118507796,285,530.2807319058446,fail
M118,Windows,152.11826954741738,218,413.0919059827535,success
M139,Windows,122.17758329616493,233,447.0890607382581,fail
M625,Windows,165.19784063810636,233,535.1519054714589,success
M1181,MacOS,80.69619200668751,195,465.9484089425804,success
M275,Windows,120.77569230733022,234,551.5770592761654,success
M1075,Windows,80.84530553684621,113,276.0246072748484,fail
M906,Windows,120.77569230733022,252,624.527399546535,success
M1211,Linux,150.2437827228451,186,736.6914943215047,fail
M1200,Android,130.16193328708377,136,422.9757758339386,success
M221,Android,145.46265227720642,223,364.07211098536703,success
M266,Android,140.01703391184347,311,242.6758300501405,success
M294,Windows,105.95103384110236,247,461.0316347183905,fail
M1326,Linux,120.77569230733022,228,551.9978094641351,fail
M757,Linux,92.674730425714,117,687.5410714457844,fail
M1194,MacOS,132.87493835359317,220,591.4225988418884,success
M8,MacOS,88.16583500825062,180,465.3061417968103,success
M417,Linux,101.8972015310242,236,495.0978606859017,fail
M1167,Android,92.90263443569955,193,163.4624234276909,success
M958,Windows,120.77569230733022,251,502.6386324111241,success
M1384,Linux,70.37401947466392,219,582.3456957307204,fail
M682,Linux,120.77569230733022,65,352.05011170228954,success
M13,Windows,120.77569230733022,171,487.03134693906014,success
M427,Android,77.64645117038259,236,856.8947804826967,success
M637,Windows,114.2829575077946,68,716.5596293683211,success
M597,Linux,164.5966285357838,251,492.5738661950325,fail
M345,Linux,128.02697019388702,259,487.0956305055506,success
M1200,Linux,196.1653709116657,142,503.3906695924636,fail
M783,MacOS,211.85801006829416,177,406.3626866770667,success
M514,Linux,39.8159004499073,139,486.773390892978,fail
M848,Android,155.47195010469733,157,595.217494400461,success
M225,Linux,98.97285401584794,222,633.2283770234937,success
M364,Linux,85.47239619249936,56,488.774519767639,fail
M609,Android,114.91574075738144,140,466.04139839839297,fail
M1022,MacOS,213.40605153395637,248,299.70233440657466,fail
M553,MacOS,130.60743273847964,209,448.2878148907917,fail
M529,Linux,120.0140684747774,147,711.521919396958,fail
M967,Windows,97.51851317248055,175,802.4853923448896,success
M1400,Linux,93.54217689915389,288,427.4970300890523,fail
M203,Windows,49.5379045540154,197,470.96385600107993,fail
M974,Windows,117.05953252567386,225,206.46661990623303,success
M554,Linux,128.7408364244126,184,571.7611368963658,success
M36,Linux,92.83853361886256,143,394.3830474291371,fail
M261,Linux,191.73185514923847,147,765.8470768133062,fail
M69,Android,183.1000294694977,280,583.6839783652524,fail
M160,Windows,200.8534452044913,228,635.7998408490649,fail
M581,Windows,94.28619582466702,181,518.0520034110523,success
M924,Linux,88.09799326626111,275,419.5498569685856,success
M122,Windows,83.43576198778453,92,502.7548280841772,fail
M1347,Android,139.36626146557913,118,200.6393628126749,fail
M577,Android,117.36265930103129,275,404.37689722208086,fail
M118,Windows,120.77569230733022,260,685.1473388494603,success
M842,Windows,82.49208435968382,204,447.4025093564916,fail
M1326,Linux,102.11934019100264,228,354.02163187415226,success
M1399,Android,86.20530349422924,234,223.12534349280295,fail
M500,Android,147.43446459123328,153,656.8556122986876,fail
M270,MacOS,87.64655202249956,280,502.6386324111241,fail
M875,Windows,151.23644436678725,297,540.1882617810679,success
M773,Linux,66.25048568368643,285,619.1035719205604,success
M1206,MacOS,166.92361505463256,159,388.0933344391516,fail
M746,Linux,222.72806857069668,207,381.034810476895,success
M1486,Linux,141.9357039286809,225,668.8122895311458,fail
M606,MacOS,149.73753418140748,274,497.4098725490107,fail
M730,Linux,120.77569230733022,174,586.3851884182147,fail
M230,Linux,99.88035447400196,116,326.3135412037078,fail
M972,MacOS,51.75484747216302,305,627.2754480730049,fail
M823,Windows,135.77259676297905,274,264.1824131424579,fail
M539,Linux,64.28807856150272,216,376.5673199076226,fail
M1045,Windows,119.39150311816286,213,497.7510828722372,success
M716,MacOS,144.98027698459592,200,372.3449993552804,success
M46,Windows,90.04788975162637,279,525.8023157482303,fail
M224,MacOS,97.06107181384952,135,842.7583946410771,success
M538,Android,163.91052848429808,245,624.9177961214315,fail
M1249,Linux,186.2818096578013,211,593.639855777099,fail
M872,MacOS,128.03079816526574,249,549.5317818800511,success
M1153,Android,161.96884659301875,218,577.6926961231153,success
M292,MacOS,105.38844880949092,218,267.82567889814385,success
M1125,Linux,141.84903310742612,161,818.3571714659445,success
M16,Linux,120.77569230733022,166,500.642680572488,success
M1465,Windows,152.07378226737538,96,689.5495623057701,fail
M252,Linux,99.37459519031084,142,506.32672145050566,success
M709,Linux,66.49826289347999,261,366.3474405643464,fail
M713,Windows,61.5745232287932,246,228.33230916735988,success
M1444,Android,99.35369532940004,97,477.8438212330186,success
M1087,Windows,119.81594984135178,272,372.97725248033305,fail
M950,MacOS,140.45494028332268,263,414.4070464068858,fail
M976,Linux,19.70596043890906,154,502.6386324111241,fail
M31,Windows,98.11788175716444,175,388.97952352989125,fail
M616,Windows,120.77569230733022,138,730.315401502314,fail
M21,Windows,120.77569230733022,207,486.4547954510485,fail
M1444,Windows,162.6520239835703,132,585.789122048214,success
M1183,MacOS,78.53546399679692,119,324.23330782621144,fail
M1087,MacOS,179.97751345996144,337,489.0119028798619,success
M1005,Linux,98.16634690280236,282,362.9466402094727,success
M1013,Linux,128.29407330028565,183,542.8288983411879,success
M1270,Linux,128.5629067328102,301,422.3672172501164,fail
M620,MacOS,129.05831482061737,224,450.6488059047416,success
M1272,Android,60.1178839624804,236,623.2557223263171,success
M1314,Windows,144.00971751437396,83,485.7165576306844,fail
M181,MacOS,109.85860609405933,166,505.1854631817286,fail
M756,Android,120.8923545577229,304,366.5804079688271,success
M1061,Android,110.78311056974346,244,472.83522391130543,success
M1258,Linux,82.52587557455962,235,326.86608940848544,success
M726,Windows,70.55733441660168,312,498.9222974866328,success
M1149,Android,120.77569230733022,162,584.2507597770739,fail
M1468,Android,168.72351240555798,208,496.8808873490855,fail
M417,Linux,120.77569230733022,155,698.5557993247218,success
M857,MacOS,120.77569230733022,292,604.591416393042,fail
M1064,Windows,53.84434059568157,181,599.8620779276183,fail
M1414,Windows,118.6802772510839,215,550.1067327167907,success
M1430,MacOS,103.55184143230292,118,678.7853451520325,success
M115,MacOS,76.69969626294882,206,357.0536747735369,success
M1035,MacOS,105.30654564000508,174,455.9677725301602,success
M131,Android,125.00502685757915,237,502.6386324111241,success
M186,Windows,69.22528740122742,206,236.81974677610495,fail
M578,MacOS,120.77569230733022,162,742.423483590261,success
M1421,Windows,143.54929144418625,179,427.8580470358646,success
M135,Windows,139.20273670489934,219,305.06955468862543,success
M1395,MacOS,160.60586376365404,166,431.538729707224,success
M1162,Windows,112.97231099883857,199,570.8381807925954,success
M1071,Windows,100.59685873716862,83,666.2575040340164,success
M840,Windows,134.56394229368829,157,306.72333729491163,fail
M1345,Windows,120.77569230733022,125,528.023797051252,fail
M152,Android,134.713936106536,324,293.9199683661263,fail
M777,MacOS,125.2081489200445,188,648.1921474171593,fail
M806,Windows,111.32495983065992,262,509.836673922672,success
M789,MacOS,103.3569563136776,236,594.6209994944118,fail
M1389,Windows,150.37427494018073,267,582.7629547098369,success
M1363,MacOS,96.42511149906932,99,481.8839726578528,success
M894,MacOS,111.15191366469487,202,660.0931714792558,fail
M716,Android,120.77569230733022,208,790.4770333376543,fail
M707,Windows,84.10042610875921,99,520.6941776451137,success
M1448,Windows,103.07423179320308,169,582.584393696071,fail
M849,Linux,81.25076325898925,209,700.697926902469,fail
M449,Linux,155.7443686119734,279,757.7301139836179,success
M219,Windows,152.62990698317648,190,502.6386324111241,fail
M413,Windows,130.213580450621,203,491.8621726367039,success
M342,Linux,156.4527400146372,268,533.5004362801453,success
M113,Windows,115.46303044841432,240,482.81487232448313,success
M1121,Android,101.74159837065233,172,574.8724468807922,fail
M642,Windows,120.77569230733022,163,502.6386324111241,fail
M612,Linux,112.19303982769918,104,525.7683218300218,success
M1033,Windows,140.32628700724257,203,430.5787859945629,success
M403,Windows,120.77569230733022,193,384.8992584783768,success
M416,Windows,65.50515808549387,127,560.4280443840858,fail
M456,Windows,150.39818576737343,262,381.15241625902513,success
M1436,Windows,164.08545000935766,141,584.9019614793277,fail
M1106,Linux,28.574756983453653,199,430.104711384011,fail
M29,Android,136.83824883531506,147,196.9337868091688,success
M928,Windows,187.817074287582,275,468.3788843939509,fail
M734,Windows,90.7235294052334,141,403.85022793550536,success
M648,Windows,186.52672213336612,202,337.0281601470958,fail
M362,Linux,120.23688695484064,178,627.9148783943849,success
M99,Linux,61.730311086302834,176,511.6434830185502,fail
M787,Windows,120.77569230733022,294,367.80431295499375,success
M598,Linux,111.06706096374774,159,329.07159666363685,fail
M1423,Windows,92.11761930004288,269,545.8684489393402,fail
M1228,MacOS,120.77569230733022,259,543.5062428815038,fail
M289,Linux,115.85786694684955,238,396.2248901692548,success
M788,MacOS,98.07225518079208,344,335.0330949912976,success
M535,MacOS,146.90220849272637,237,502.6386324111241,success
M180,Linux,91.43758594866864,77,502.6386324111241,success
M161,Linux,111.75189739782122,261,475.2606275851662,fail
M19,MacOS,78.35895627154096,134,452.71175805939913,fail
M1222,Linux,112.90338457056696,152,544.3307575623642,success
M43,Linux,120.77569230733022,248,451.3483482627847,fail
M74,Android,111.45610231627232,283,420.2804573774117,success
M489,Linux,165.7816032859065,122,473.4692628018706,success
M868,Windows,67.63082323306091,219,458.3710939124774,success
M806,Linux,117.6947641169635,294,502.6386324111241,fail
M78,Android,103.68148919799584,321,565.2836655004431,fail
M689,Windows,168.64696019482938,154,630.7926132672167,success
M1133,Linux,176.9596822114446,160,452.2799672604369,success
M206,Linux,159.41094597067482,242,460.28511941605313,success
M1111,Android,119.76199118369068,171,847.5041175652035,success
M650,Android,133.2899505524552,125,517.1623181849254,success
M771,MacOS,68.89771372817799,199,228.69413504283392,success
M1393,Linux,184.65774114277232,267,408.3161218138555,fail
M1293,Android,160.9715460206869,129,400.9754492124357,fail
M206,Windows,90.47258421023125,218,419.34563271590633,success
M648,MacOS,147.4161351206011,192,375.1851584001719,fail
M1117,Linux,92.29201318616587,146,698.1408841414133,success
M1408,Linux,124.88122530569332,329,502.6386324111241,success
M1341,Linux,139.73492670903985,236,624.594427642884,fail
M270,Windows,152.71809595460158,144,368.0792688339779,success
M21,Linux,119.66927465991984,219,654.4025534567768,success
M1221,MacOS,113.15778265196614,253,304.5182118281359,success
M661,Windows,77.31698477814007,180,599.551000390677,fail
M370,Android,105.08188562643784,329,741.0527032694092,fail
M968,MacOS,133.6342359679521,79,401.72798317229706,fail
M108,Windows,163.26770054855288,243,514.1199035126375,fail
M1118,MacOS,89.59277088459794,244,785.5671515381698,success
M1086,MacOS,83.32586358714602,240,235.0275210368698,fail
M782,Android,119.26570579852122,280,518.6256991031277,success
M517,MacOS,68.02987410316085,262,640.4981795668664,fail
M749,Windows,126.85674168251452,251,682.9184402532156,fail
M958,MacOS,51.87757802457462,217,394.6264042834158,success
M1360,Windows,78.96529277230695,144,598.317645344962,fail
M1358,Linux,88.61306067923266,251,502.6386324111241,fail
M1282,Linux,120.77569230733022,121,655.9581725550411,success
M351,Linux,130.17663161601646,171,391.4071491301351,fail
M1010,Android,144.8877841217042,128,502.6386324111241,fail
M52,MacOS,129.51445623280551,155,757.6524118956585,success
M130,Android,120.77569230733022,177,468.4010211496985,success
M1056,Android,171.56596081218953,214,668.6743274457812,success
M1199,Linux,133.35721012809364,172,502.6386324111241,fail
M1135,Android,143.46887664627192,270,497.3693084782073,fail
M34,Android,182.49794530048248,318,148.56354286256635,fail
M1080,Windows,83.51363057914881,310,502.6386324111241,success
M1159,Windows,68.99611840823438,237,502.6386324111241,fail
M159,MacOS,152.37364105572425,95,126.74815254696284,success
M1371,Linux,67.02410358882594,211,504.528987057933,success
M907,Linux,120.77569230733022,134,729.3554344902834,success
M801,Android,120.77569230733022,175,222.4873209733476,fail
M894,Android,90.67830106748087,151,445.94980309098406,fail
M860,MacOS,120.65400596765976,232,492.0720826354549,success
M571,Linux,139.88300684311653,231,546.3495211117249,success
M1000,Android,57.12955427331879,182,669.1458874443291,fail
M223,Android,167.45999806731103,186,320.6836058097564,success
M1264,Android,142.9809327232987,178,772.6691233029499,success
M1070,Linux,120.77569230733022,202,615.318530760518,success
M1281,Android,136.84248343726324,180,669.8134850055344,success
M1300,Linux,58.37808881379786,186,367.2516685191854,success
M1099,MacOS,121.00429799429249,271,436.46311551802665,fail
M535,Windows,140.8389580295036,171,439.837378608207,success
M779,Windows,126.19347451309471,313,278.6555620644632,fail
M822,Android,136.63772297141992,149,627.2607048957839,fail
M1003,Windows,154.21248238756357,224,436.1991701903288,success
M1409,Android,151.8507745030059,291,803.3057764763436,fail
M894,Android,209.628832026363,151,502.6386324111241,fail
M1189,Android,64.79093615229645,207,658.5888226339459,fail
M1246,Linux,82.2957523729371,138,752.2829952032292,success
M1371,Android,164.24439994141204,241,235.721346157465,fail
M1450,Linux,122.48174336449677,211,486.55147663854336,success
M1070,Linux,120.77569230733022,212,523.9052897119183,fail
M59,MacOS,50.03662260003293,221,386.5371049265369,success
M312,Linux,107.66074590305873,140,320.6100282144142,success
M1141,Linux,92.9175803751479,161,373.5817746744623,success
M906,Linux,129.88423198890274,216,404.8060882654448,success
M1032,Windows,128.7005496203983,127,559.0125644370224,fail
M1104,Windows,150.15901393976606,217,540.2240238407566,fail
M1358,MacOS,191.73131231636583,247,734.4586237352996,success
M581,Windows,111.17480989472602,183,312.67770334083286,fail
M495,MacOS,126.7611295273206,190,244.035258445168,success
M976,Linux,137.28275366171704,262,341.9263195585012,fail
M1038,Windows,116.50043891894455,317,772.8083957618369,success
M19,Android,70.27102829125204,238,410.43507570227285,success
M20,Linux,139.0907149984914,138,355.1720785763596,fail
M865,Android,108.20880837098962,282,657.3500794653835,success
M439,Windows,128.01190289502534,140,675.7482974561306,fail
M1077,MacOS,152.34396818665715,246,578.0774864507725,fail
M547,MacOS,115.64381204450292,123,780.993748109235,success
M1024,Linux,140.86110768036917,182,595.4202817756661,fail
M637,Linux,130.3084560613505,147,502.6386324111241,success
