machine_id,os_type,duree_connexion,nombre_requetes,volume_donnees,statut_connexion
M1421,Android,188.71737841467916,239,327.1886799217555,fail
M920,windows,165.18293093270023,98,688.5383362760804,Success
M254,windows,126.22818985965029,192,649.9693990647519,fail
M1140,Linux,124.26653898570237,148,597.66100137683,success
M1345,Linus,53.759805929956855,227,583.6006699165912,fail
M187,linux,94.96007668936383,169,307.43146708863617,fail
M764,MacOS,1163.0,172,388.04670886800835,Success
M726,Android,1043.0,374,655.8968287375687,Succes
M1422,windows,124.09483728801592,89,433.819330093287,success
M127,Linus,112.35067354436985,116,,fail
M291,Linus,112.39139623419972,276,535.7983954467657,fail
M191,windows,35.278917390768214,209,562.187149199185,success
M114,windows,92.81358072529254,216,271.7258435869095,Succes
M706,Linus,74.58478583785984,326,470.083149527377,fail
M1035,macos,78.60258636355091,185,398.4186022020526,Fail
M1229,MacOS,64.51572383033104,211,420.103537173728,fail
M704,MacOS,115.52837122933158,279,368.6616453226899,Succes
M1464,Andriod,-7.041428113476201,185,545.2087036115083,success
M717,Android,175.7079511986623,226,648.2370153461509,Succes
M943,Linux,89.55460990077674,187,520.5290224654835,Failed
M554,Andriod,155.21527697550968,193,539.3001617380608,fail
M767,Linux,81.60548227021684,336,407.1478826991207,Fail
M800,Andriod,133.77650803214826,161,381.3367226870938,Succes
M1368,Andriod,33.20787670218084,155,575.5639447084104,success
M1126,Windows,135.59431194729274,229,274.62788557888354,fail
M542,Andriod,84.37047319283207,170,170.54325589647368,fail
M1090,Windows,208.09040851752536,197,354.74557952785767,Success
M208,Linux,,121,854.4409322484364,Fail
M1156,macos,148.44668694604002,211,319.12536716547675,Failed
M210,Android,120.63950380549339,226,730.1458479833861,Succes
M527,MacOS,158.96516055133532,213,449.4222657753225,Fail
M8,Andriod,104.66857967048009,167,312.7608997747167,Success
M17,Linus,145.5442842565663,235,414.5607774431325,Succes
M254,Android,96.86252133325509,112,660.0380717536074,Success
M1282,macos,,238,193.58374079118926,Failed
M380,Windows,169.36243506517707,297,578.9050282821868,Failed
M433,Android,156.03350566696278,276,427.68453276054464,Succes
M840,Android,106.54514196966265,207,373.92982342350876,Succes
M1193,Linux,72.79128949791331,220,365.06213007443944,Success
M897,windows,160.9583212353145,188,487.49704346462806,Succes
M571,Windows,77.13739048629526,198,689.4240545601781,Failed
M367,linux,109.40143943356316,280,324.37500715284085,fail
M693,Linus,157.4356979173628,195,561.3359923038095,Failed
M380,Linus,139.6971542228434,282,310.717563612325,Succes
M1398,macos,98.4691728536204,147,700.3284025578982,Success
M220,Windows,98.51042532542283,257,,Failed
M4,windos,108.98858062068184,183,401.9159384879312,Fail
M149,windos,130.96937684033787,192,567.9578526729647,Success
M121,windos,112.86712489466788,153,574.0287790962802,Succes
M373,Andriod,828.0,229,5406.0,success
M105,macos,148.62336868735164,101,609.675144084215,Failed
M1251,windows,89.84364300118916,285,578.2435396897744,Failed
M1215,Android,25.583711640591503,172,453.991140823846,success
M105,Linus,152.31094508463943,236,349.9019547005188,success
M817,Andriod,-5.012864542316834,259,339.7390858748976,success
M1430,linux,171.82558548280684,201,512.0387494988963,Succes
M1453,Linus,127.81342815613992,278,4691.0,Success
M798,windows,109.2435171057858,195,,Fail
M320,windos,117.97727501890593,160,676.268153176145,Success
M682,Android,127.92984053290701,150,655.2631433098845,Fail
M134,windos,188.25217432974085,159,607.4181789441599,Success
M37,MacOS,95.74862029592737,180,429.6141113412662,Success
M817,MacOS,93.16895418471884,246,607.3677911900073,Fail
M927,MacOS,144.90780377102965,115,568.5800964581153,Fail
M362,Linus,129.55724690583008,219,353.0962414507008,fail
M252,Andriod,87.77417100838181,239,461.28809295155116,fail
M1403,windos,79.20865848399372,136,402.9144547230813,Fail
M921,MacOS,114.39550001127601,157,376.8088327128471,Succes
M1090,Linus,23.848095258370122,134,380.95373322091456,fail
M222,windos,133.12655817199632,179,119.11053171928864,Failed
M491,linux,152.11841162936486,270,398.87598336253075,Failed
M1199,Andriod,55.22168721423874,271,204.0184640750541,Success
M164,Android,160.0504594475998,227,732.4113504055535,Success
M911,windows,153.88859091103134,193,343.6051300382902,Failed
M1251,MacOS,177.686714503855,237,620.1805893204556,Succes
M762,linux,86.97057818596947,189,534.107664959774,success
M1093,Linus,108.90509836059634,146,870.8328758262942,Fail
M243,windos,136.69551108558724,197,447.21518158256947,Failed
M80,Android,122.55231374962236,194,776.1845204224051,fail
M956,Windows,149.61213521729684,227,,fail
M95,windows,,147,699.4697464598522,fail
M828,windos,134.29974272769581,120,646.0341352441507,Failed
M1166,windos,96.70229450758558,171,364.4241949534422,success
M873,Andriod,74.72227373509511,103,,success
M645,windos,143.6351479562685,113,412.2937213909913,Failed
M1440,linux,142.61843568617562,190,418.82365632901315,fail
M828,Andriod,14.536063202168364,234,463.44572342831117,Failed
M711,windos,107.30840418350952,300,457.3082614215394,Success
M1099,windos,118.20163696591062,279,396.0479008564463,Succes
M8,Linux,109.50872215657333,224,347.925148296961,Failed
M10,Android,105.8851085808381,201,532.3294814393279,Failed
M428,Windows,78.79762928922432,246,823.483303513993,Failed
M1446,Linus,85.1426261788281,242,388.6005765078576,Fail
M45,macos,181.44291650330428,167,384.83097949435336,Succes
M1292,Linus,106.97452376902055,143,878.3130576824572,Success
M708,linux,136.03767432375702,219,,Succes
M288,Linux,75.08086088343231,162,736.9237213706148,Success
M605,windows,85.76771316290026,192,378.75330018507213,Fail
M429,Linux,147.73129423031898,189,733.3553587929584,Success
M12,Linus,121.56938669753984,234,387.16322485302675,success
M450,linux,90.25943614362407,204,208.37981806104267,success
M1293,Linus,85.75059025852863,115,98.99239587171553,Success
M849,Linux,122.77791633308658,189,300.3941538392137,Succes
M80,Linux,155.735129843449,114,623.7434665946361,Fail
M957,Linus,63.91309668817777,277,404.6478746539859,success
M373,Android,182.20540529472743,141,720.2010268224151,success
M1174,linux,65.75765914225794,51,630.6831151967067,fail
M998,Android,88.2747129848368,160,221.1747148394353,fail
M305,Andriod,92.77667437914774,158,,Failed
M243,windows,91.85948666020596,284,401.2921766444605,fail
M867,Linus,99.55923220545392,174,410.3257119343423,Fail
M662,Linux,85.56950573387506,261,571.0240686963249,Success
M216,Andriod,162.07015669960685,215,496.5291014639232,success
M650,linux,169.08636003876643,233,595.3049755992357,Success
M852,Linux,135.55036353463962,122,516.0987634948924,success
M261,windows,152.58211648808347,221,345.2599242690867,Succes
M460,windos,162.59498848944688,336,307.9893994264282,Success
M277,Linux,157.21597394684753,316,293.0781934889782,success
M1299,macos,72.7254682169444,145,502.7847333327124,fail
M1010,Andriod,143.93465375171436,228,211.54962342879446,Success
M1344,windows,191.6475639361189,264,567.2119448943013,Succes
M407,linux,143.6192267224019,244,470.5463028473989,Failed
M1105,Windows,228.74410346455815,223,600.2982610994723,Success
M290,MacOS,99.22725818514719,259,541.2241158431698,Failed
M1337,windos,91.82849802992938,185,357.44177561778315,Succes
M196,Andriod,58.96278077903776,272,498.3011964086505,Succes
M229,Andriod,130.00995289939797,126,611.0399813534159,Fail
M625,Windows,43.81579053724799,317,331.8361966808463,success
M1253,macos,168.8272551962295,127,355.2234620102745,Failed
M1213,Linux,102.27141309151605,238,622.1835797562171,Success
M1388,macos,208.8713453463643,222,332.1556190711078,Fail
M1379,macos,175.6728318141937,103,634.6211761731903,Failed
M1459,Android,,225,498.80921022203876,success
M640,Andriod,115.27124142019504,233,696.7368311025336,Failed
M118,windows,109.90547736606973,98,437.1981503212409,success
M1499,Linus,197.13099072685733,262,494.9151737890486,fail
M157,macos,100.26624628024118,208,238.17186432336587,success
M1039,windows,86.4862798117043,203,508.1282732892645,Fail
M928,Andriod,136.9826600273179,238,285.9810202620725,Success
M159,Andriod,107.94991932668026,177,412.455603743618,fail
M81,linux,153.41592824874448,55,498.12114681748426,Fail
M931,Android,60.853061915251104,156,489.39915526541506,Success
M1088,Andriod,179.5549402980679,151,355.1338571730043,fail
M1493,windows,144.2936463423663,115,580.5815944883825,Fail
M637,Linus,121.61525195502655,208,759.2881890014257,Failed
M329,macos,134.35762858222594,205,272.66159637990575,Succes
M1072,Linux,100.68477261183568,147,535.8943129544759,Succes
M701,windos,661.0,188,459.6550789709389,Success
M75,Windows,,186,593.1059421484767,success
M558,windos,136.0722057812341,204,613.4266437247852,Fail
M1372,windows,105.73027637082808,154,303.1175642102953,Fail
M1033,Windows,75.76935958608918,199,681.2009494082525,Success
M28,Linus,97.0044362998866,250,441.1448551042513,Fail
M1123,Windows,105.1072505928517,267,405.03974476218946,fail
M462,linux,138.70898436900507,284,542.5378072910638,success
M87,Android,70.41912540443255,255,619.6167179795465,success
M709,windows,814.0,249,489.9060908851969,Fail
M1018,macos,100.35267027599971,95,264.5727428330414,fail
M881,windos,120.89155916271615,218,573.9745833759864,Succes
M593,macos,125.30890132363406,186,369.51903313722755,fail
M777,Android,166.76281671020084,131,633.8731585547923,Succes
M1449,windos,89.26372912247112,293,753.4569707416895,Success
M689,Andriod,93.07032186054766,262,492.3568787434782,success
M181,linux,1107.0,333,566.8626632845222,Failed
M1198,Linus,158.3132527627232,84,610.2626664598514,Success
M284,MacOS,93.82389293041149,178,464.93176851934356,fail
M395,Andriod,57.44697630534269,224,400.1307557680246,Succes
M1209,Linux,,98,522.9135409229307,success
M912,linux,142.63795354991714,290,559.4809224127855,Success
M1070,Linux,59.72680433911418,232,519.0902654042083,Fail
M1026,Linus,88.37232094710791,330,,Succes
M868,Windows,147.01355037475324,223,661.6090675932023,Success
M753,Linux,52.18934517883959,306,388.9759909459138,Fail
M887,windos,200.34796231909587,294,453.06077819361525,Succes
M471,linux,145.82918163221427,229,524.1991435604733,Failed
M1108,linux,97.0378582399043,145,406.6147833407158,Succes
M1398,windos,63.858118507796,285,530.2807319058446,Fail
M118,Windows,152.11826954741738,218,413.0919059827535,Succes
M139,windows,122.17758329616491,233,447.0890607382581,fail
M625,Windows,165.19784063810636,233,535.1519054714589,success
M1181,MacOS,80.69619200668751,195,465.9484089425804,success
M275,windos,760.0,234,551.5770592761654,Succes
M1075,windows,80.84530553684621,113,276.0246072748484,Failed
M906,windos,,252,624.527399546535,Success
M1211,Linus,150.2437827228451,186,736.6914943215047,Failed
M1200,Android,130.16193328708377,136,422.9757758339386,Success
M221,Android,145.46265227720642,223,364.07211098536703,Success
M266,Andriod,140.01703391184347,311,242.67583005014052,Success
M294,Windows,105.95103384110237,247,461.0316347183905,Fail
M1326,Linux,,228,551.9978094641351,fail
M757,Linux,92.67473042571399,117,687.5410714457844,fail
M1194,macos,132.87493835359317,220,591.4225988418884,Succes
M8,MacOS,88.16583500825062,180,465.30614179681027,success
M417,Linux,101.8972015310242,236,495.09786068590165,Fail
M1167,Andriod,92.90263443569955,193,163.4624234276909,Succes
M958,windos,226.58142449851943,251,,Succes
M1384,Linux,70.37401947466392,219,582.3456957307204,fail
M682,Linus,253.50078650634418,65,352.05011170228954,Succes
M13,windows,,171,487.03134693906014,Succes
M427,Andriod,77.64645117038259,236,856.8947804826967,Success
M637,Windows,114.28295750779459,68,716.5596293683211,Success
M597,Linus,164.5966285357838,251,492.5738661950325,Fail
M345,Linux,128.02697019388702,259,487.0956305055506,Succes
M1200,linux,196.16537091166572,142,503.3906695924636,Fail
M783,macos,211.85801006829416,177,406.3626866770667,Success
M514,Linus,39.8159004499073,139,486.773390892978,Failed
M848,Android,155.47195010469733,157,595.217494400461,Succes
M225,Linux,98.97285401584794,222,633.2283770234937,Succes
M364,Linus,85.47239619249936,56,488.774519767639,fail
M609,Android,114.91574075738144,140,466.04139839839297,Failed
M1022,MacOS,213.40605153395634,248,299.70233440657466,Failed
M553,macos,130.60743273847964,209,448.2878148907917,Fail
M529,Linus,120.0140684747774,147,711.521919396958,Failed
M967,windows,97.51851317248055,175,802.4853923448896,Succes
M1400,Linus,93.54217689915387,288,427.4970300890523,fail
M203,Windows,49.5379045540154,197,470.96385600107993,Fail
M974,Windows,117.05953252567386,225,206.46661990623306,Succes
M554,Linux,128.7408364244126,184,571.7611368963658,success
M36,Linux,92.83853361886257,143,394.3830474291371,fail
M261,linux,191.73185514923847,147,765.8470768133062,Failed
M69,Android,183.10002946949774,280,583.6839783652524,Failed
M160,windows,200.85344520449127,228,635.7998408490649,fail
M581,windos,94.28619582466702,181,518.0520034110523,success
M924,Linus,88.09799326626111,275,419.5498569685856,Success
M122,windows,83.43576198778453,92,502.75482808417723,fail
M1347,Andriod,139.36626146557913,118,200.6393628126749,Failed
M577,Android,117.36265930103129,275,404.37689722208086,fail
M118,Windows,,260,685.1473388494603,success
M842,windows,82.49208435968382,204,447.4025093564916,fail
M1326,linux,102.11934019100264,228,354.02163187415226,Success
M1399,Andriod,86.20530349422924,234,223.12534349280298,Failed
M500,Android,147.43446459123328,153,656.8556122986876,Fail
M270,MacOS,87.64655202249956,280,,fail
M875,Windows,151.23644436678723,297,540.1882617810679,Succes
M773,Linus,66.25048568368643,285,619.1035719205604,success
M1206,macos,166.92361505463256,159,388.0933344391516,Fail
M746,Linus,222.72806857069668,207,381.034810476895,Success
M1486,Linus,141.9357039286809,225,668.8122895311458,Fail
M606,MacOS,149.73753418140748,274,497.4098725490107,Failed
M730,Linus,,174,586.3851884182147,Fail
M230,Linux,99.88035447400195,116,326.3135412037078,Failed
M972,MacOS,51.75484747216302,305,627.2754480730049,Failed
M823,Windows,135.77259676297905,274,264.1824131424579,Fail
M539,Linux,64.28807856150272,216,376.5673199076226,Failed
M1045,Windows,119.39150311816286,213,497.7510828722372,success
M716,MacOS,144.98027698459592,407,372.3449993552804,Succes
M46,windows,90.04788975162637,279,525.8023157482303,Fail
M224,MacOS,97.06107181384951,135,842.7583946410771,Succes
M538,Andriod,163.91052848429808,245,624.9177961214315,fail
M1249,Linus,186.28180965780126,211,593.639855777099,Fail
M872,MacOS,128.03079816526574,249,549.5317818800511,success
M1153,Andriod,161.96884659301875,218,577.6926961231153,Succes
M292,macos,105.38844880949092,218,267.82567889814385,Success
M1125,linux,141.84903310742612,161,818.3571714659445,Success
M16,linux,240.50142230921728,166,500.642680572488,Success
M1465,Windows,152.07378226737538,96,689.5495623057701,Fail
M252,linux,99.37459519031083,142,506.32672145050566,Succes
M709,linux,66.49826289347999,261,366.34744056434636,Failed
M713,windows,61.5745232287932,246,228.33230916735988,Success
M1444,Android,99.35369532940004,97,477.8438212330186,Succes
M1087,Windows,119.81594984135178,272,372.97725248033305,Failed
M950,macos,140.45494028332268,263,414.4070464068858,Failed
M976,linux,19.70596043890906,154,938.343260385876,Fail
M31,Windows,98.11788175716444,175,388.97952352989125,Failed
M616,windows,5.545042841520711,138,730.315401502314,Failed
M21,Windows,,207,486.4547954510485,Fail
M1444,windows,162.6520239835703,132,585.789122048214,success
M1183,MacOS,78.53546399679692,119,324.23330782621144,Fail
M1087,MacOS,179.97751345996144,337,489.0119028798619,Success
M1005,linux,98.16634690280236,282,362.94664020947266,success
M1013,Linus,128.29407330028565,183,542.8288983411879,Succes
M1270,linux,128.5629067328102,301,422.36721725011637,fail
M620,macos,129.05831482061737,224,450.6488059047416,Success
M1272,Android,60.1178839624804,236,623.2557223263171,Success
M1314,Windows,144.00971751437396,83,485.7165576306844,Failed
M181,MacOS,109.85860609405931,166,505.1854631817286,Fail
M756,Andriod,120.8923545577229,304,366.5804079688271,Success
M1061,Android,110.78311056974346,244,472.83522391130543,Succes
M1258,Linus,82.52587557455962,235,326.86608940848544,Success
M726,Windows,70.55733441660168,312,498.9222974866328,success
M1149,Andriod,791.0,162,584.2507597770739,Failed
M1468,Android,168.72351240555798,208,496.8808873490855,Fail
M417,linux,,155,698.5557993247218,success
M857,macos,,292,604.591416393042,Failed
M1064,Windows,53.84434059568157,181,599.8620779276183,fail
M1414,windos,118.6802772510839,215,550.1067327167907,success
M1430,MacOS,103.55184143230292,118,678.7853451520325,Succes
M115,MacOS,76.69969626294882,206,357.05367477353695,success
M1035,macos,105.30654564000508,174,455.96777253016023,Success
M131,Andriod,125.00502685757917,237,,Succes
M186,Windows,69.22528740122742,206,236.81974677610498,fail
M578,macos,678.0,162,742.423483590261,Succes
M1421,windows,143.54929144418625,179,427.8580470358646,success
M135,windos,139.20273670489934,219,305.06955468862543,Success
M1395,macos,160.60586376365404,166,431.538729707224,Success
M1162,windows,112.97231099883855,199,570.8381807925954,Succes
M1071,Windows,100.59685873716862,83,666.2575040340164,success
M840,windos,134.56394229368829,157,306.72333729491163,fail
M1345,windos,,125,528.023797051252,Fail
M152,Android,134.713936106536,324,293.9199683661263,Failed
M777,MacOS,125.2081489200445,188,648.1921474171593,Fail
M806,windows,111.32495983065992,262,509.836673922672,Success
M789,MacOS,103.35695631367761,236,594.6209994944118,Fail
M1389,windows,150.37427494018073,267,582.7629547098369,Success
M1363,macos,96.42511149906932,99,481.8839726578528,Succes
M894,macos,111.15191366469487,202,660.0931714792558,Fail
M716,Android,,208,790.4770333376543,Fail
M707,windows,84.10042610875921,99,520.6941776451137,Success
M1448,Windows,103.07423179320308,169,582.584393696071,Failed
M849,Linux,81.25076325898925,209,700.697926902469,fail
M449,Linux,155.74436861197339,279,757.7301139836179,success
M219,Windows,152.62990698317648,190,57.440524134050634,Failed
M413,windows,130.213580450621,203,491.8621726367039,success
M342,linux,156.4527400146372,268,533.5004362801453,Succes
M113,windos,115.46303044841432,240,482.81487232448313,Succes
M1121,Android,101.74159837065233,172,574.8724468807922,Fail
M642,windows,,163,,fail
M612,linux,112.19303982769918,104,525.7683218300218,success
M1033,windows,140.32628700724257,203,430.57878599456285,Success
M403,windows,,193,384.89925847837674,success
M416,Windows,65.50515808549387,127,560.4280443840858,Failed
M456,Windows,150.39818576737343,262,381.15241625902513,Succes
M1436,windos,164.08545000935766,141,584.9019614793277,Failed
M1106,Linus,28.574756983453653,199,430.104711384011,Failed
M29,Andriod,136.83824883531506,147,196.9337868091688,Succes
M928,windos,187.817074287582,275,468.3788843939509,Failed
M734,windows,90.7235294052334,141,403.85022793550536,Success
M648,Windows,186.52672213336615,202,337.0281601470958,Fail
M362,linux,120.23688695484063,178,627.9148783943849,Success
M99,Linux,61.730311086302834,176,511.6434830185502,Failed
M787,windows,,294,367.80431295499375,success
M598,Linux,111.06706096374774,159,329.07159666363685,fail
M1423,windos,92.11761930004288,269,545.8684489393402,Fail
M1228,MacOS,1103.0,259,543.5062428815038,Failed
M289,Linus,115.85786694684955,238,396.22489016925476,Success
M788,macos,98.07225518079208,344,335.0330949912976,success
M535,macos,146.90220849272637,237,,Success
M180,Linus,91.43758594866864,77,984.1552139468793,success
M161,linux,111.75189739782122,261,475.2606275851662,Fail
M19,macos,78.35895627154096,134,452.71175805939913,fail
M1222,Linux,112.90338457056696,152,544.3307575623642,Success
M43,linux,,248,451.3483482627847,Failed
M74,Andriod,111.45610231627231,283,420.2804573774117,success
M489,Linus,165.7816032859065,122,473.4692628018706,Succes
M868,windows,67.63082323306091,219,458.3710939124774,Succes
M806,Linus,117.6947641169635,294,,Fail
M78,Andriod,103.68148919799583,321,565.2836655004431,Fail
M689,windos,168.64696019482938,154,630.7926132672167,Succes
M1133,Linus,176.9596822114446,160,452.2799672604369,success
M206,Linus,159.41094597067482,242,460.28511941605313,Success
M1111,Andriod,119.76199118369067,171,847.5041175652035,Succes
M650,Andriod,133.2899505524552,125,517.1623181849254,success
M771,macos,68.89771372817799,199,228.69413504283392,success
M1393,linux,184.65774114277232,267,408.3161218138555,Failed
M1293,Andriod,160.9715460206869,129,400.97544921243565,fail
M206,windows,90.47258421023125,218,419.34563271590633,Succes
M648,macos,147.4161351206011,192,375.1851584001719,Fail
M1117,Linux,92.29201318616589,146,698.1408841414133,Success
M1408,Linus,124.88122530569333,329,,Success
M1341,Linus,139.73492670903983,236,624.594427642884,Fail
M270,windows,152.71809595460158,144,368.0792688339779,success
M21,linux,119.66927465991984,219,654.4025534567768,Success
M1221,macos,113.15778265196614,253,304.5182118281359,success
M661,windos,77.31698477814007,180,599.551000390677,Fail
M370,Android,105.08188562643785,329,741.0527032694092,Fail
M968,MacOS,133.63423596795207,79,401.72798317229706,fail
M108,Windows,163.26770054855288,243,514.1199035126375,Fail
M1118,MacOS,89.59277088459794,244,785.5671515381698,Success
M1086,macos,83.32586358714602,240,235.0275210368698,fail
M782,Andriod,119.26570579852122,280,518.6256991031277,success
M517,macos,68.02987410316085,262,640.4981795668664,Failed
M749,windows,126.85674168251452,251,682.9184402532156,fail
M958,macos,51.87757802457462,217,394.6264042834158,success
M1360,Windows,78.96529277230695,144,598.317645344962,fail
M1358,linux,88.61306067923266,251,3152.0,Failed
M1282,Linux,,121,655.9581725550411,Succes
M351,Linus,130.17663161601646,171,391.40714913013505,Failed
M1010,Andriod,144.8877841217042,128,,Failed
M52,MacOS,129.51445623280551,155,757.6524118956585,Succes
M130,Andriod,,177,468.4010211496985,success
M1056,Andriod,171.56596081218953,214,668.6743274457812,success
M1199,linux,133.35721012809364,172,,Fail
M1135,Andriod,143.46887664627192,270,497.3693084782073,fail
M34,Android,182.49794530048246,318,148.56354286256635,Failed
M1080,windows,83.51363057914881,310,,success
M1159,windos,68.99611840823438,237,,fail
M159,MacOS,152.37364105572425,95,126.74815254696284,success
M1371,linux,67.02410358882594,211,504.528987057933,Success
M907,Linus,,134,729.3554344902834,success
M801,Android,,175,222.4873209733476,Fail
M894,Andriod,90.67830106748089,151,445.94980309098406,Failed
M860,MacOS,120.65400596765976,232,492.0720826354549,Succes
M571,Linus,139.88300684311653,231,546.3495211117249,success
M1000,Andriod,57.12955427331879,182,669.1458874443291,Failed
M223,Android,167.45999806731103,186,320.6836058097564,Success
M1264,Android,142.9809327232987,178,772.6691233029499,success
M1070,Linus,1168.0,202,615.318530760518,Succes
M1281,Android,136.84248343726324,180,669.8134850055344,Succes
M1300,Linus,58.37808881379786,186,367.2516685191854,Succes
M1099,macos,121.00429799429247,271,436.46311551802665,fail
M535,windows,140.8389580295036,171,439.837378608207,success
M779,windows,126.19347451309471,313,278.6555620644632,Failed
M822,Android,136.63772297141992,149,627.2607048957839,fail
M1003,Windows,154.21248238756357,224,436.19917019032874,Succes
M1409,Android,151.8507745030059,291,803.3057764763436,Failed
M894,Andriod,209.628832026363,151,,Fail
M1189,Andriod,64.79093615229645,207,658.5888226339459,Failed
M1246,linux,82.2957523729371,138,752.2829952032292,Succes
M1371,Android,164.24439994141204,241,235.721346157465,fail
M1450,Linux,122.48174336449675,211,486.55147663854336,success
M1070,Linux,,212,523.9052897119183,Failed
M59,MacOS,50.03662260003293,221,386.5371049265369,success
M312,Linus,107.66074590305873,140,320.6100282144142,Success
M1141,Linus,92.9175803751479,161,373.5817746744623,Succes
M906,Linus,129.88423198890274,216,404.80608826544477,Success
M1032,windows,128.7005496203983,127,559.0125644370224,Failed
M1104,windows,150.15901393976606,217,540.2240238407566,fail
M1358,macos,191.73131231636583,247,734.4586237352996,Succes
M581,windows,111.17480989472602,183,312.67770334083286,Failed
M495,macos,126.7611295273206,190,244.03525844516798,Success
M976,Linux,137.28275366171704,262,341.9263195585012,fail
M1038,windows,116.50043891894457,317,772.8083957618369,success
M19,Android,70.27102829125204,238,410.43507570227285,Succes
M20,linux,139.0907149984914,138,355.1720785763596,Failed
M865,Andriod,108.20880837098962,282,657.3500794653835,Succes
M439,windos,128.01190289502534,140,675.7482974561306,Fail
M1077,MacOS,152.34396818665715,246,578.0774864507725,Fail
M547,macos,115.64381204450292,123,780.993748109235,Success
M1024,linux,140.86110768036917,182,595.4202817756661,Failed
M637,linux,130.3084560613505,147,,success
M1106,linux,125.44707882110082,149,392.035543116216,fail
M814,macos,188.5704830185516,273,487.16677586988783,Fail
M840,macos,141.1700901107955,156,,Fail
M1043,MacOS,187.82513487541718,189,410.79773765265963,Success
M1317,linux,152.19539324075944,211,817.8737259658744,fail
